OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP
95,95,75,40.20910644,363000,329350,24.5,12375,
95,95,72,33.29467909,346000,367391.875,24.2,12375,
95,95,67,22.71109727,319000,427433.75,23.8,12375,
95,95,62,13.1803221,299000,444056.875,23.4,12375,
95,95,57,4.573367842,298000,404177.5,23.4,12375,
95,95,75,40.20910644,368000,352231.25,24.7,13750,
95,95,72,33.29467909,350000,394768.75,24.3,13750,
95,95,67,22.71109727,322000,458768.75,23.8,13750,
95,95,62,13.1803221,306000,462543.75,23.5,13750,
95,95,57,4.573367842,305000,413900,23.5,13750,
105,105,75,25.13447896,345000,397000,27.2,11000,
105,105,72,20.02318878,328000,439075,26.9,11000,
105,105,67,12.19958243,301000,494100,26.5,11000,
105,105,62,5.154232901,281000,504900,26.1,11000,
105,105,57,-1.208208779,280000,446375,26.1,11000,
105,105,75,25.13447896,350000,434250,27.4,12375,
105,105,72,20.02318878,332000,476056.25,27.1,12375,
105,105,67,12.19958243,305000,534056.25,26.6,12375,
105,105,62,5.154232901,288000,530025,26.2,12375,
105,105,57,-1.208208779,288000,458156.25,26.3,12375,
105,105,75,25.13447896,353000,470500,27.5,13750,
105,105,72,20.02318878,336000,508500,27.1,13750,
105,105,67,12.19958243,308000,575281.25,26.6,13750,
105,105,62,5.154232901,295000,540781.25,26.4,13750,
105,105,57,-1.208208779,295000,468937.5,26.4,13750,
115,115,75,15.36478347,329000,494035,30.4,11000,
115,115,72,11.54235461,312000,538740,30,11000,
115,115,67,5.691546355,287000,590740,29.7,11000,
115,115,62,0.422749936,268000,594095,29.5,11000,
115,115,57,-4.335340464,268000,492455,29.5,11000,
115,115,75,15.36478347,333000,542914.375,30.6,12375,
115,115,72,11.54235461,316000,582678.75,30.2,12375,
115,115,67,5.691546355,290000,645443.125,29.7,12375,
115,115,62,0.422749936,276000,604741.875,29.5,12375,
115,115,57,-4.335340464,276000,504690,29.5,12375,
115,115,75,15.36478347,336000,591793.75,30.7,13750,
115,115,72,11.54235461,320000,629793.75,30.3,13750,
115,115,67,5.691546355,293000,691793.75,29.8,13750,
115,115,62,0.422749936,283000,616506.25,29.6,13750,
115,115,57,-4.335340464,282000,514925,29.6,13750,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------
75,75,75,100,370000,130300,20.2,6000,
75,75,72,86.8608738,354000,148300,19.9,6000,
75,75,67,66.74944445,325000,174200,19.5,6000,
75,75,62,48.63860876,298000,204540,19.2,6000,
75,75,57,32.28326182,272000,233540,18.8,6000,
75,75,75,100,389000,131125,20.6,7500,
75,75,72,86.8608738,371000,150887.5,20.3,7500,
75,75,67,66.74944445,342000,188000,19.8,7500,
75,75,62,48.63860876,314000,225587.5,19.4,7500,
75,75,57,32.28326182,293000,254300,18.9,7500,
75,75,75,100,401000,124295,20.9,9000,
75,75,72,86.8608738,384000,154780,20.6,9000,
75,75,67,66.74944445,354000,200295,20.1,9000,
75,75,62,48.63860876,325000,244800,19.6,9000,
75,75,57,32.28326182,309000,272730,19.3,9000,
75,75,75,100,411000,131375,21.1,10500,
75,75,72,86.8608738,392000,159910,20.7,10500,
75,75,67,66.74944445,362000,211755,20.2,10500,
75,75,62,48.63860876,334000,261755,19.8,10500,
75,75,57,32.28326182,323000,285305,19.5,10500,
85,85,75,63.56878019,362000,167700,22.8,6000,
85,85,72,54.09934936,345000,186700,22.5,6000,
85,85,67,39.60494643,316000,227800,22.1,6000,
85,85,62,26.55238089,288000,258584,21.8,6000,
85,85,57,14.76500445,263000,286460,21.4,6000,
85,85,75,63.56878019,379000,179875,23.2,7500,
85,85,72,54.09934936,361000,213937.5,22.9,7500,
85,85,67,39.60494643,332000,255000,22.5,7500,
85,85,62,26.55238089,303000,293412.5,22.1,7500,
85,85,57,14.76500445,276000,311587.5,21.6,7500,
85,85,75,63.56878019,391000,200270,23.5,9000,
85,85,72,54.09934936,373000,234220,23.2,9000,
85,85,67,39.60494643,343000,280705,22.7,9000,
85,85,62,26.55238089,314000,325200,22.3,9000,
85,85,57,14.76500445,300000,335280,22,9000,
85,85,75,63.56878019,400000,217202.5,23.7,10500,
85,85,72,54.09934936,381000,252090,23.4,10500,
85,85,67,39.60494643,351000,305245,22.9,10500,
85,85,62,26.55238089,322000,354245,22.4,10500,
85,85,57,14.76500445,315000,352117.5,22.2,10500,
95,95,75,40.20910644,351000,242000,25.7,6000,
95,95,72,33.29467909,334000,251100,25.5,6000,
95,95,67,22.71109727,305000,282110,25.1,6000,
95,95,62,13.1803221,278000,315090,25.1,6000,
95,95,57,4.573367842,255000,337120,24.7,6000,
95,95,75,40.20910644,367000,274750,26.1,7500,
95,95,72,33.29467909,349000,279950,25.9,7500,
95,95,67,22.71109727,320000,322900,25.5,7500,
95,95,62,13.1803221,292000,363375,25.3,7500,
95,95,57,4.573367842,274000,371762.5,25,7500,
95,95,75,40.20910644,379000,274345,26.4,9000,
95,95,72,33.29467909,360000,314225,26.2,9000,
95,95,67,22.71109727,330000,362195,25.8,9000,
95,95,62,13.1803221,302000,407680,25.4,9000,
95,95,57,4.573367842,291000,394950,25.1,9000,
95,95,75,40.20910644,387000,308332.5,26.7,10500,
95,95,72,33.29467909,368000,347262.5,26.3,10500,
95,95,67,22.71109727,338000,399995,25.9,10500,
95,95,62,13.1803221,310000,445262.5,25.4,10500,
95,95,57,4.573367842,305000,414147.5,25.3,10500,
105,105,75,25.13447896,339000,303000,29,6000,
105,105,72,20.02318878,322000,289000,28.9,6000,
105,105,67,12.19958243,293000,335850,29,6000,
105,105,62,5.154232901,267000,369150,29.3,6000,
105,105,57,-1.208208779,247000,382250,28.7,6000,
105,105,75,25.13447896,353000,326437.5,29.3,7500,
105,105,72,20.02318878,336000,346312.5,29.3,7500,
105,105,67,12.19958243,307000,392562.5,29.3,7500,
105,105,62,5.154232901,280000,431625,29.4,7500,
105,105,57,-1.208208779,265000,421750,29.1,7500,
105,105,75,25.13447896,364000,353000,29.8,9000,
105,105,72,20.02318878,346000,395850,29.5,9000,
105,105,67,12.19958243,317000,445800,29.4,9000,
105,105,62,5.154232901,290000,488800,29.3,9000,
105,105,57,-1.208208779,281000,446825,29,9000,
105,105,75,25.13447896,372000,399775,30.1,10500,
105,105,72,20.02318878,353000,443325,29.6,10500,
105,105,67,12.19958243,324000,494325,29.5,10500,
105,105,62,5.154232901,297000,533550,29.2,10500,
105,105,57,-1.208208779,294000,467250,29.1,10500,
115,115,75,15.36478347,326000,363000,32.8,6000,
115,115,72,11.54235461,309000,347040,33.1,6000,
115,115,67,5.691546355,281000,391900,33.8,6000,
115,115,62,0.422749936,256000,426520,34.3,6000,
115,115,57,-4.335340464,237000,429040,34.3,6000,
115,115,75,15.36478347,339000,361450,33.3,7500,
115,115,72,11.54235461,322000,417212.5,33.4,7500,
115,115,67,5.691546355,294000,460987.5,33.8,7500,
115,115,62,0.422749936,268000,500875,34.2,7500,
115,115,57,-4.335340464,256000,469675,34,7500,
115,115,75,15.36478347,349000,434130,33.8,9000,
115,115,72,11.54235461,331000,479455,33.5,9000,
115,115,67,5.691546355,303000,526920,33.8,9000,
115,115,62,0.422749936,277000,565455,34,9000,
115,115,57,-4.335340464,271000,496225,33.8,9000,
115,115,75,15.36478347,356000,493527.5,34.1,10500,
115,115,72,11.54235461,338000,537655,34,10500,
115,115,67,5.691546355,309000,591697.5,33.8,10500,
115,115,62,0.422749936,286000,607442.5,33.5,10500,
115,115,57,-4.335340464,283000,517465,33.7,10500,
75,75,75,100,419000,130680,21.3,12000,
75,75,72,86.8608738,399000,164040,20.9,12000,
75,75,67,66.74944445,369000,222380,20.4,12000,
75,75,62,48.63860876,340000,275700,19.9,12000,
75,75,57,32.28326182,336000,296880,19.7,12000,
75,75,75,100,426000,132140,21.4,13500,
75,75,72,86.8608738,406000,168655,21,13500,
75,75,67,66.74944445,374000,232170,20.5,13500,
75,75,62,48.63860876,347000,285625,19.9,13500,
75,75,57,32.28326182,346000,305702.5,19.9,13500,
75,75,75,100,430000,132600,21.5,15000,
75,75,72,86.8608738,411000,172950,21.1,15000,
75,75,67,66.74944445,379000,242125,20.6,15000,
75,75,62,48.63860876,356000,292200,20.1,15000,
75,75,57,32.28326182,354000,312525,20.1,15000,
85,85,75,63.56878019,408000,232980,23.9,12000,
85,85,72,54.09934936,388000,269960,23.5,12000,
85,85,67,39.60494643,357000,328620,23,12000,
85,85,62,26.55238089,329000,374980,22.5,12000,
85,85,57,14.76500445,326000,364460,22.4,12000,
85,85,75,63.56878019,414000,246602.5,24,13500,
85,85,72,54.09934936,394000,287087.5,23.7,13500,
85,85,67,39.60494643,362000,351830,23.1,13500,
85,85,62,26.55238089,338000,385405,22.6,13500,
85,85,57,14.76500445,336000,375555,22.6,13500,
85,85,75,63.56878019,418000,260225,24.1,15000,
85,85,72,54.09934936,398000,303050,23.8,15000,
85,85,67,39.60494643,366000,372875,23.2,15000,
85,85,62,26.55238089,344000,395800,22.7,15000,
85,85,57,14.76500445,345000,385650,22.8,15000,
95,95,75,40.20910644,394000,337360,26.9,12000,
95,95,72,33.29467909,375000,377320,26.6,12000,
95,95,67,22.71109727,344000,436300,26,12000,
95,95,62,13.1803221,318000,468420,25.4,12000,
95,95,57,4.573367842,316000,428860,25.5,12000,
95,95,75,40.20910644,399000,364655,27,13500,
95,95,72,33.29467909,380000,405882.5,26.7,13500,
95,95,67,22.71109727,348000,471110,26.1,13500,
95,95,62,13.1803221,328000,480380,25.6,13500,
95,95,57,4.573367842,326000,441830,25.6,13500,
95,95,75,40.20910644,403000,389475,27.2,15000,
95,95,72,33.29467909,384000,433950,26.8,15000,
95,95,67,22.71109727,352000,505425,26.2,15000,
95,95,62,13.1803221,334000,504775,25.8,15000,
95,95,57,4.573367842,334000,452800,25.8,15000,
105,105,75,25.13447896,378000,443900,30.3,12000,
105,105,72,20.02318878,359000,482200,30,12000,
105,105,67,12.19958243,329000,542500,29.6,12000,
105,105,62,5.154232901,307000,551800,29,12000,
105,105,57,-1.208208779,305000,486500,29.2,12000,
105,105,75,25.13447896,383000,481425,30.5,13500,
105,105,72,20.02318878,364000,523137.5,30.1,13500,
105,105,67,12.19958243,334000,589850,29.6,13500,
105,105,62,5.154232901,314000,581300,29.3,13500,
105,105,57,-1.208208779,314000,499625,29.3,13500,
105,105,75,25.13447896,387000,522250,30.7,15000,
105,105,72,20.02318878,367000,563250,30.2,15000,
105,105,67,12.19958243,337000,636375,29.7,15000,
105,105,62,5.154232901,322000,594250,29.4,15000,
105,105,57,-1.208208779,322000,511750,29.3,15000,
115,115,75,15.36478347,361000,548460,34.4,12000,
115,115,72,11.54235461,343000,588080,34.2,12000,
115,115,67,5.691546355,314000,649700,33.9,12000,
115,115,62,0.422749936,295000,631880,33.4,12000,
115,115,57,-4.335340464,293000,537860,33.6,12000,
115,115,75,15.36478347,366000,603392.5,34.7,13500,
115,115,72,11.54235461,347000,641392.5,34.3,13500,
115,115,67,5.691546355,318000,708590,33.9,13500,
115,115,62,0.422749936,302000,660627.5,33.6,13500,
115,115,57,-4.335340464,302000,551480,33.6,13500,
115,115,75,15.36478347,369000,652550,34.9,15000,
115,115,72,11.54235461,351000,693550,34.4,15000,
115,115,67,5.691546355,321000,761550,33.9,15000,
115,115,62,0.422749936,310000,679600,33.7,15000,
115,115,57,-4.335340464,309000,563100,33.7,15000,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------
