OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,BF
105,80,62,36.22315701468787,167000.0,118000.0,18.9,4000,1948.3519553072624,0.1
105,80,57,22.36175344552283,150000.0,138000.0,18.8,4000,1948.3519553072624,0.11
105,80,75,79.75271186257909,226000.0,58000.0,19.3,5000,2408.8715083798884,0.03
105,80,72,68.61710395182742,220000.0,82000.0,19.3,5000,2408.8715083798884,0.1
105,80,67,51.57236381040482,199000.0,109000.0,19.2,5000,2371.3631284916205,0.12
105,80,62,36.22315701468787,176000.0,132000.0,18.9,5000,2371.3631284916205,0.12
105,80,57,22.36175344552283,163000.0,158000.0,18.9,5000,2371.3631284916205,0.17
105,80,75,79.75271186257909,246000.0,72000.0,19.6,6000,2917.31843575419,0.08
105,80,72,68.61710395182742,231000.0,90000.0,19.4,6000,2917.31843575419,0.12
105,80,67,51.57236381040482,209000.0,121000.0,19.2,6000,2873.558659217877,0.14
105,80,62,36.22315701468787,189000.0,151000.0,19.1,6000,2873.558659217877,0.14
105,80,57,22.36175344552283,176000.0,176000.0,19.0,6000,2873.558659217877,0.22
105,80,75,79.75271186257909,214000.0,38000.0,19.0,7000,3492.446927374302,0.11
105,80,72,68.61710395182742,238000.0,97000.0,19.5,7000,3492.446927374302,0.14
105,80,67,51.57236381040482,215000.0,131000.0,19.3,7000,3492.446927374302,0.15
105,80,62,36.22315701468787,196000.0,168000.0,19.1,7000,3444.519553072626,0.16
105,80,57,22.36175344552283,181000.0,181000.0,19.0,7000,3444.519553072626,0.3
115,80,75,79.75271186257909,205000.0,50000.0,21.6,4000,1948.3519553072624,0.0
115,80,72,68.61710395182742,191000.0,63000.0,21.5,4000,1948.3519553072624,0.08
115,80,67,51.57236381040482,170000.0,84000.0,21.3,4000,1948.3519553072624,0.1
115,80,62,36.22315701468787,150000.0,104000.0,21.1,4000,1948.3519553072624,0.1
115,80,57,22.36175344552283,136000.0,126000.0,21.1,4000,1948.3519553072624,0.11
115,80,75,79.75271186257909,219000.0,55000.0,21.7,5000,2408.8715083798884,0.04
115,80,72,68.61710395182742,205000.0,71000.0,21.6,5000,2371.3631284916205,0.11
115,80,67,51.57236381040482,184000.0,97000.0,21.4,5000,2371.3631284916205,0.12
115,80,62,36.22315701468787,165000.0,124000.0,21.3,5000,2371.3631284916205,0.12
115,80,57,22.36175344552283,151000.0,147000.0,21.2,5000,2371.3631284916205,0.18
115,80,75,79.75271186257909,199000.0,31000.0,21.4,6000,2873.558659217877,0.09
115,80,72,68.61710395182742,215000.0,78000.0,21.7,6000,2917.31843575419,0.13
115,80,67,51.57236381040482,192000.0,108000.0,21.5,6000,2873.558659217877,0.14
115,80,62,36.22315701468787,173000.0,140000.0,21.4,6000,2873.558659217877,0.14
115,80,57,22.36175344552283,157000.0,157000.0,21.2,6000,2873.558659217877,0.24
115,80,75,79.75271186257909,222000.0,50000.0,21.6,7000,3492.446927374302,0.12
115,80,72,68.61710395182742,200000.0,63000.0,21.4,7000,3444.519553072626,0.14
115,80,67,51.57236381040482,198000.0,119000.0,21.5,7000,3444.519553072626,0.15
115,80,62,36.22315701468787,178000.0,153000.0,21.4,7000,3444.519553072626,0.16
115,80,57,22.36175344552283,168000.0,168000.0,21.3,7000,3444.519553072626,0.32
75,80,75,79.75271186257909,317000.0,126000.0,14.4,8000,4192.603351955307,0.12
75,80,72,68.61710395182742,299000.0,147000.0,14.3,8000,4192.603351955307,0.16
75,80,67,51.57236381040482,267000.0,177000.0,13.9,8000,4142.592178770949,0.17
75,80,62,36.22315701468787,242000.0,213000.0,13.7,8000,4142.592178770949,0.17
75,80,57,22.36175344552283,235000.0,235000.0,13.7,8000,4142.592178770949,0.32
75,80,75,79.75271186257909,317000.0,126000.0,14.4,9000,4930.268156424581,0.14
75,80,72,68.61710395182742,300000.0,149000.0,14.2,9000,4930.268156424581,0.18
75,80,67,51.57236381040482,273000.0,188000.0,14.0,9000,4876.089385474859,0.18
75,80,62,36.22315701468787,248000.0,227000.0,13.8,9000,4876.089385474859,0.19
75,80,57,22.36175344552283,243000.0,243000.0,13.8,9000,4876.089385474859,0.37
75,80,75,79.75271186257909,322000.0,130000.0,14.4,10000,5767.9553072625695,0.17
75,80,72,68.61710395182742,305000.0,156000.0,14.3,10000,5767.9553072625695,0.19
75,80,67,51.57236381040482,280000.0,202000.0,14.1,10000,5709.608938547485,0.2
75,80,62,36.22315701468787,258000.0,246000.0,13.9,10000,5709.608938547485,0.21
75,80,57,22.36175344552283,251000.0,251000.0,13.8,10000,5709.608938547485,0.42
85,80,75,79.75271186257909,294000.0,108000.0,15.9,8000,4192.603351955307,0.13
85,80,72,68.61710395182742,277000.0,129000.0,15.8,8000,4142.592178770949,0.16
85,80,67,51.57236381040482,252000.0,166000.0,15.5,8000,4142.592178770949,0.17
85,80,62,36.22315701468787,232000.0,205000.0,15.4,8000,4142.592178770949,0.17
85,80,57,22.36175344552283,222000.0,222000.0,15.3,8000,4142.592178770949,0.33
85,80,75,79.75271186257909,299000.0,112000.0,16.0,9000,4930.268156424581,0.15
85,80,72,68.61710395182742,284000.0,138000.0,15.8,9000,4930.268156424581,0.18
85,80,67,51.57236381040482,260000.0,180000.0,15.6,9000,4876.089385474859,0.18
85,80,62,36.22315701468787,238000.0,220000.0,15.5,9000,4876.089385474859,0.2
85,80,57,22.36175344552283,231000.0,231000.0,15.4,9000,4876.089385474859,0.38
85,80,75,79.75271186257909,307000.0,120000.0,16.1,10000,5767.9553072625695,0.17
85,80,72,68.61710395182742,290000.0,146000.0,15.9,10000,5767.9553072625695,0.19
85,80,67,51.57236381040482,264000.0,190000.0,15.7,10000,5709.608938547485,0.2
85,80,62,36.22315701468787,238000.0,225000.0,15.4,10000,5709.608938547485,0.24
85,80,57,22.36175344552283,234000.0,234000.0,15.4,10000,5709.608938547485,0.43
95,80,75,79.75271186257909,277000.0,95000.0,17.7,8000,4142.592178770949,0.13
95,80,72,68.61710395182742,262000.0,118000.0,17.6,8000,4142.592178770949,0.16
95,80,67,51.57236381040482,236000.0,153000.0,17.3,8000,4142.592178770949,0.17
95,80,62,36.22315701468787,217000.0,194000.0,17.2,8000,4142.592178770949,0.18
95,80,57,22.36175344552283,209000.0,209000.0,17.1,8000,4092.5810055865923,0.34
95,80,75,79.75271186257909,282000.0,99000.0,17.8,9000,4930.268156424581,0.15
95,80,72,68.61710395182742,267000.0,124000.0,17.6,9000,4876.089385474859,0.18
95,80,67,51.57236381040482,241000.0,165000.0,17.4,9000,4876.089385474859,0.18
95,80,62,36.22315701468787,221000.0,206000.0,17.2,9000,4876.089385474859,0.2
95,80,57,22.36175344552283,216000.0,216000.0,17.2,9000,4876.089385474859,0.4
95,80,75,79.75271186257909,287000.0,104000.0,17.8,10000,5767.9553072625695,0.17
95,80,72,68.61710395182742,270000.0,130000.0,17.7,10000,5709.608938547485,0.19
95,80,67,51.57236381040482,246000.0,176000.0,17.4,10000,5709.608938547485,0.2
95,80,62,36.22315701468787,226000.0,214000.0,17.3,10000,5709.608938547485,0.25
95,80,57,22.36175344552283,223000.0,223000.0,17.2,10000,5709.608938547485,0.44
105,80,75,79.75271186257909,248000.0,70000.0,19.6,8000,4142.592178770949,0.14
105,80,72,68.61710395182742,224000.0,84000.0,19.3,8000,4142.592178770949,0.16
105,80,67,51.57236381040482,221000.0,142000.0,19.3,8000,4142.592178770949,0.17
105,80,62,36.22315701468787,198000.0,178000.0,19.1,8000,4092.5810055865923,0.18
105,80,57,22.36175344552283,195000.0,195000.0,19.2,8000,4092.5810055865923,0.36
105,80,75,79.75271186257909,230000.0,51000.0,19.3,9000,4876.089385474859,0.16
105,80,72,68.61710395182742,240000.0,101000.0,19.5,9000,4876.089385474859,0.18
105,80,67,51.57236381040482,225000.0,153000.0,19.4,9000,4876.089385474859,0.18
105,80,62,36.22315701468787,186000.0,171000.0,18.9,9000,4823.9944134078205,0.22
105,80,57,22.36175344552283,199000.0,199000.0,19.2,9000,4823.9944134078205,0.41
105,80,75,79.75271186257909,256000.0,77000.0,19.7,10000,5709.608938547485,0.18
105,80,72,68.61710395182742,217000.0,83000.0,19.2,10000,5709.608938547485,0.19
105,80,67,51.57236381040482,229000.0,163000.0,19.4,10000,5709.608938547485,0.2
105,80,62,36.22315701468787,213000.0,203000.0,19.3,10000,5709.608938547485,0.26
