OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,,
95,95,62,13.1803221,453000,660780,31.1,18000,8124.731844,,
95,95,57,4.573367842,449000,609380,31,18000,8124.731844,,
95,95,75,40.20910644,566000,517400,33.1,20000,10948.27933,,
95,95,72,33.29467909,538000,573700,32.5,20000,10948.27933,,
95,95,67,22.71109727,494000,668000,31.7,20000,10573.19553,,
95,95,62,13.1803221,461000,695300,31.2,20000,10573.19553,,
95,95,57,4.573367842,461000,622700,31.2,20000,10573.19553,,
105,105,75,25.13447896,533000,583600,36.7,16000,6397.26257,,
105,105,72,20.02318878,507000,637400,36.3,16000,6397.26257,,
105,105,67,12.19958243,462000,734000,35.3,16000,6105.530726,,
105,105,62,5.154232901,427000,757200,35.4,16000,6105.530726,,
105,105,57,-1.208208779,422000,672800,35,16000,6105.530726,,
105,105,75,25.13447896,541000,636050,37,18000,8453.972067,,
105,105,72,20.02318878,514000,690000,36.5,18000,8453.972067,,
105,105,67,12.19958243,470000,790850,35.6,18000,8124.731844,,
105,105,62,5.154232901,437000,792350,35.2,18000,8124.731844,,
105,105,57,-1.208208779,435000,692400,35.3,18000,8124.731844,,
105,105,75,25.13447896,547000,688500,37.2,20000,10948.27933,,
105,105,72,20.02318878,520000,741500,36.6,20000,10948.27933,,
105,105,67,12.19958243,476000,836000,35.9,20000,10573.19553,,
105,105,62,5.154232901,447000,825500,35.5,20000,10573.19553,,
105,105,57,-1.208208779,446000,710000,35.5,20000,10573.19553,,
115,115,75,15.36478347,511000,721800,41.8,16000,6397.26257,,
115,115,72,11.54235461,484000,771960,41.4,16000,6105.530726,,
115,115,67,5.691546355,441000,867440,40.7,16000,6105.530726,,
115,115,62,0.422749936,407000,875320,41.6,16000,6105.530726,,
115,115,57,-4.335340464,405000,737640,41.4,16000,6105.530726,,
115,115,75,15.36478347,517000,792400,42.1,18000,8453.972067,,
115,115,72,11.54235461,491000,840400,41.6,18000,8124.731844,,
115,115,67,5.691546355,447000,946190,41,18000,8124.731844,,
115,115,62,0.422749936,418000,908030,41.2,18000,8124.731844,,
115,115,57,-4.335340464,417000,763500,41.3,18000,8124.731844,,
115,115,75,15.36478347,523000,845600,42.7,20000,10948.27933,,
115,115,72,11.54235461,496000,907300,41.8,20000,10573.19553,,
115,115,67,5.691546355,452000,1023400,41,20000,10573.19553,,
115,115,62,0.422749936,428000,936200,41.3,20000,10573.19553,,
115,115,57,-4.335340464,428000,782200,41.3,20000,10573.19553,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,633000,225500,33.8,10000,2477.636872,,
75,75,72,86.8608738,606000,246500,33.3,10000,2477.636872,,
75,75,67,66.74944445,558000,290360,32.5,10000,2477.636872,,
75,75,62,48.63860876,512000,344300,32.1,10000,2477.636872,,
75,75,57,32.28326182,466000,389650,31.9,10000,2281.759777,,
75,75,75,100,665000,229875,34.3,12500,3852.944134,,
75,75,72,86.8608738,635000,259875,33.8,12500,3852.944134,,
75,75,67,66.74944445,587000,316562.5,33,12500,3852.944134,,
75,75,62,48.63860876,541000,375812.5,32.5,12500,3852.944134,,
75,75,57,32.28326182,494000,426187.5,32.2,12500,3623.726257,,
75,75,75,100,690000,225250,34.7,15000,5749.201117,,
75,75,72,86.8608738,656000,251825,34.2,15000,5749.201117,,
75,75,67,66.74944445,607000,335075,33.3,15000,5749.201117,,
75,75,62,48.63860876,561000,404600,32.8,15000,5749.201117,,
75,75,57,32.28326182,520000,459200,32.4,15000,5749.201117,,
75,75,75,100,707000,227625,35,17500,8233.089385,,
75,75,72,86.8608738,672000,274325,34.4,17500,8233.089385,,
75,75,67,66.74944445,622000,350550,33.6,17500,8233.089385,,
75,75,62,48.63860876,576000,430662.5,33,17500,8233.089385,,
75,75,57,32.28326182,541000,477212.5,32.6,17500,8233.089385,,
85,85,75,63.56878019,614000,285500,37.4,10000,2477.636872,,
85,85,72,54.09934936,592000,307500,37,10000,2477.636872,,
85,85,67,39.60494643,543000,371300,36.4,10000,2477.636872,,
85,85,62,26.55238089,495000,426250,36.2,10000,2281.759777,,
85,85,57,14.76500445,450000,473350,36,10000,2281.759777,,
85,85,75,63.56878019,646000,300125,38,12500,3852.944134,,
85,85,72,54.09934936,618000,340125,37.5,12500,3852.944134,,
85,85,67,39.60494643,571000,416125,36.8,12500,3852.944134,,
85,85,62,26.55238089,523000,478875,36.5,12500,3852.944134,,
85,85,57,14.76500445,477000,512750,36,12500,3623.726257,,
85,85,75,63.56878019,667000,319750,38.4,15000,5749.201117,,
85,85,72,54.09934936,637000,371500,37.8,15000,5749.201117,,
85,85,67,39.60494643,590000,454750,37.1,15000,5749.201117,,
85,85,62,26.55238089,542000,526400,36.7,15000,5749.201117,,
85,85,57,14.76500445,501000,557975,36.5,15000,5749.201117,,
85,85,75,63.56878019,681000,358300,38.7,17500,8233.089385,,
85,85,72,54.09934936,650000,401600,38.1,17500,8233.089385,,
85,85,67,39.60494643,605000,490412.5,37.4,17500,8233.089385,,
85,85,62,26.55238089,557000,572337.5,36.9,17500,8233.089385,,
85,85,57,14.76500445,526000,587862.5,36.7,17500,8233.089385,,
95,95,75,40.20910644,598000,410000,41.8,10000,2477.636872,,
95,95,72,33.29467909,573000,433000,41.4,10000,2477.636872,,
95,95,67,22.71109727,525000,450050,41.2,10000,2477.636872,,
95,95,62,13.1803221,476000,509600,41.1,10000,2281.759777,,
95,95,57,4.573367842,428000,551600,41.2,10000,2281.759777,,
95,95,75,40.20910644,628000,457250,42.4,12500,3852.944134,,
95,95,72,33.29467909,600000,468375,42,12500,3852.944134,,
95,95,67,22.71109727,551000,517937.5,41.5,12500,3852.944134,,
95,95,62,13.1803221,502000,582125,41.4,12500,3852.944134,,
95,95,57,4.573367842,458000,614750,41.3,12500,3623.726257,,
95,95,75,40.20910644,646000,509500,42.7,15000,5749.201117,,
95,95,72,33.29467909,618000,485725,42.3,15000,5749.201117,,
95,95,67,22.71109727,570000,578525,41.8,15000,5749.201117,,
95,95,62,13.1803221,520000,652475,41.6,15000,5749.201117,,
95,95,57,4.573367842,484000,654775,41.4,15000,5478.307263,,
95,95,75,40.20910644,658000,514662.5,43,17500,8233.089385,,
95,95,72,33.29467909,632000,537787.5,42.6,17500,8233.089385,,
95,95,67,22.71109727,583000,630337.5,42.1,17500,8233.089385,,
95,95,62,13.1803221,534000,715112.5,41.8,17500,8233.089385,,
95,95,57,4.573367842,508000,687025,41.7,17500,8233.089385,,
105,105,75,25.13447896,578000,512000,47.1,10000,2477.636872,,
105,105,72,20.02318878,552000,536000,46.9,10000,2477.636872,,
105,105,67,12.19958243,502000,534000,46.8,10000,2477.636872,,
105,105,62,5.154232901,454000,591000,47.2,10000,2281.759777,,
105,105,57,-1.208208779,408000,626250,48.7,10000,2281.759777,,
105,105,75,25.13447896,606000,586750,47.6,12500,3852.944134,,
105,105,72,20.02318878,577000,585500,47.4,12500,3852.944134,,
105,105,67,12.19958243,527000,620000,47.2,12500,3852.944134,,
105,105,62,5.154232901,478000,687312.5,47.3,12500,3623.726257,,
105,105,57,-1.208208779,436000,693812.5,48.2,12500,3623.726257,,
105,105,75,25.13447896,623000,668500,47.9,15000,5749.201117,,
105,105,72,20.02318878,594000,603125,47.6,15000,5749.201117,,
105,105,67,12.19958243,544000,697875,47.5,15000,5749.201117,,
105,105,62,5.154232901,495000,775125,47.3,15000,5478.307263,,
105,105,57,-1.208208779,465000,741375,47.8,15000,5478.307263,,
105,105,75,25.13447896,635000,681875,48.1,17500,8233.089385,,
105,105,72,20.02318878,608000,675125,47.9,17500,8233.089385,,
105,105,67,12.19958243,557000,773375,47.7,17500,8233.089385,,
105,105,62,5.154232901,508000,849375,47.5,17500,8233.089385,,
105,105,57,-1.208208779,488000,776750,47.6,17500,7912.184358,,
115,115,75,15.36478347,553000,612000,53.2,10000,2477.636872,,
115,115,72,11.54235461,526000,638000,53.3,10000,2477.636872,,
115,115,67,5.691546355,477000,618700,53.8,10000,2281.759777,,
115,115,62,0.422749936,429000,676250,55.5,10000,2281.759777,,
115,115,57,-4.335340464,382000,687000,58,10000,2090.050279,,
115,115,75,15.36478347,580000,715250,53.7,12500,3852.944134,,
115,115,72,11.54235461,549000,624312.5,53.6,12500,3852.944134,,
115,115,67,5.691546355,500000,723812.5,53.9,12500,3623.726257,,
115,115,62,0.422749936,451000,789437.5,55.3,12500,3623.726257,,
115,115,57,-4.335340464,416000,762500,56.9,12500,3623.726257,,
115,115,75,15.36478347,595000,733100,53.9,15000,5749.201117,,
115,115,72,11.54235461,566000,725125,53.9,15000,5749.201117,,
115,115,67,5.691546355,516000,823000,54.1,15000,5749.201117,,
115,115,62,0.422749936,467000,895775,55.3,15000,5478.307263,,
115,115,57,-4.335340464,443000,812600,56,15000,5478.307263,,
115,115,75,15.36478347,607000,710412.5,54.1,17500,8233.089385,,
115,115,72,11.54235461,578000,821050,54.1,17500,8233.089385,,
115,115,67,5.691546355,528000,912525,54.1,17500,8233.089385,,
115,115,62,0.422749936,479000,973787.5,55,17500,7912.184358,,
115,115,57,-4.335340464,466000,850037.5,55.5,17500,7912.184358,,
75,75,75,100,719000,210500,35.2,20000,11383.7933,,
75,75,72,86.8608738,685000,279700,34.7,20000,11383.7933,,
75,75,67,66.74944445,633000,366300,33.8,20000,11383.7933,,
75,75,62,48.63860876,587000,455100,33.2,20000,11383.7933,,
75,75,57,32.28326182,562000,496800,32.9,20000,11383.7933,,
85,85,75,63.56878019,693000,385700,38.9,20000,11383.7933,,
85,85,72,54.09934936,662000,428400,38.3,20000,11383.7933,,
85,85,67,39.60494643,616000,523800,37.6,20000,11383.7933,,
85,85,62,26.55238089,568000,611800,37.1,20000,11383.7933,,
85,85,57,14.76500445,547000,611100,36.9,20000,11383.7933,,
95,95,75,40.20910644,668000,500500,43.2,20000,11383.7933,,
95,95,72,33.29467909,643000,583900,42.8,20000,11383.7933,,
95,95,67,22.71109727,594000,683800,42.2,20000,11383.7933,,
95,95,62,13.1803221,543000,765800,41.9,20000,11383.7933,,
95,95,57,4.573367842,528000,716100,41.8,20000,11383.7933,,
105,105,75,25.13447896,645000,653000,48.3,20000,11383.7933,,
105,105,72,20.02318878,618000,742000,48.1,20000,11383.7933,,
105,105,67,12.19958243,568000,841000,47.8,20000,11383.7933,,
105,105,62,5.154232901,519000,905000,47.5,20000,11383.7933,,
105,105,57,-1.208208779,507000,809500,47.5,20000,11383.7933,,
115,115,75,15.36478347,615000,809000,54.2,20000,11383.7933,,
115,115,72,11.54235461,587000,902500,54.3,20000,11383.7933,,
115,115,67,5.691546355,537000,1004900,54.1,20000,11383.7933,,
115,115,62,0.422749936,491000,1034400,55,20000,11012.87709,,
115,115,57,-4.335340464,484000,884400,55.1,20000,11012.87709,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,638000,229500,33.7,10000,2477.636872,,
75,75,72,86.8608738,609000,254500,33.3,10000,2477.636872,,
75,75,67,66.74944445,560000,299400,32.4,10000,2477.636872,,
75,75,62,48.63860876,517000,350100,31.7,10000,2477.636872,,
75,75,57,32.28326182,476000,398550,31.3,10000,2281.759777,,
75,75,75,100,673000,230875,34.3,12500,3852.944134,,
75,75,72,86.8608738,643000,252687.5,33.8,12500,3852.944134,,
75,75,67,66.74944445,590000,320812.5,32.9,12500,3852.944134,,
75,75,62,48.63860876,546000,383062.5,32.2,12500,3852.944134,,
75,75,57,32.28326182,503000,434125,31.6,12500,3852.944134,,
75,75,75,100,698000,232250,34.8,15000,5749.201117,,
75,75,72,86.8608738,665000,270725,34.2,15000,5749.201117,,
75,75,67,66.74944445,611000,339775,33.3,15000,5749.201117,,
75,75,62,48.63860876,566000,413125,32.5,15000,5749.201117,,
75,75,57,32.28326182,527000,464725,31.9,15000,5749.201117,,
75,75,75,100,715000,217850,35.1,17500,8233.089385,,
75,75,72,86.8608738,677000,276625,34.5,17500,8233.089385,,
75,75,67,66.74944445,627000,357700,33.5,17500,8233.089385,,
75,75,62,48.63860876,581000,439775,32.8,17500,8233.089385,,
75,75,57,32.28326182,552000,487250,32.3,17500,8233.089385,,
85,85,75,63.56878019,622000,290500,37.4,10000,2477.636872,,
85,85,72,54.09934936,595000,314500,36.9,10000,2477.636872,,
85,85,67,39.60494643,549000,382150,36.1,10000,2477.636872,,
85,85,62,26.55238089,505000,437900,35.5,10000,2477.636872,,
85,85,57,14.76500445,461000,484450,35.4,10000,2281.759777,,
85,85,75,63.56878019,654000,309125,38,12500,3852.944134,,
85,85,72,54.09934936,624000,365000,37.4,12500,3852.944134,,
85,85,67,39.60494643,578000,426875,36.6,12500,3852.944134,,
85,85,62,26.55238089,533000,492937.5,36,12500,3852.944134,,
85,85,57,14.76500445,489000,536187.5,35.6,12500,3623.726257,,
85,85,75,63.56878019,678000,328750,38.4,15000,5749.201117,,
85,85,72,54.09934936,646000,388925,37.8,15000,5749.201117,,
85,85,67,39.60494643,598000,466225,37,15000,5749.201117,,
85,85,62,26.55238089,552000,543700,36.3,15000,5749.201117,,
85,85,57,14.76500445,515000,575450,35.9,15000,5749.201117,,
85,85,75,63.56878019,695000,374075,38.8,17500,8233.089385,,
85,85,72,54.09934936,661000,419375,38.1,17500,8233.089385,,
85,85,67,39.60494643,613000,504300,37.2,17500,8233.089385,,
85,85,62,26.55238089,567000,588262.5,36.6,17500,8233.089385,,
85,85,57,14.76500445,540000,602825,36.2,17500,8233.089385,,
95,95,75,40.20910644,606000,413000,41.6,10000,2477.636872,,
95,95,72,33.29467909,582000,442000,41.3,10000,2477.636872,,
95,95,67,22.71109727,535000,467300,40.7,10000,2477.636872,,
95,95,62,13.1803221,488000,526550,40.5,10000,2281.759777,,
95,95,57,4.573367842,440000,567550,40.4,10000,2281.759777,,
95,95,75,40.20910644,638000,463250,42.3,12500,3852.944134,,
95,95,72,33.29467909,610000,483562.5,41.9,12500,3852.944134,,
95,95,67,22.71109727,562000,535187.5,41.3,12500,3852.944134,,
95,95,62,13.1803221,515000,601312.5,40.9,12500,3852.944134,,
95,95,57,4.573367842,472000,625875,40.5,12500,3623.726257,,
95,95,75,40.20910644,658000,520500,42.7,15000,5749.201117,,
95,95,72,33.29467909,630000,510575,42.3,15000,5749.201117,,
95,95,67,22.71109727,582000,596950,41.6,15000,5749.201117,,
95,95,62,13.1803221,534000,673900,41.3,15000,5749.201117,,
95,95,57,4.573367842,500000,678200,41,15000,5478.307263,,
95,95,75,40.20910644,677000,486237.5,43.2,17500,8233.089385,,
95,95,72,33.29467909,646000,567112.5,42.7,17500,8233.089385,,
95,95,67,22.71109727,596000,654887.5,41.9,17500,8233.089385,,
95,95,62,13.1803221,548000,735887.5,41.6,17500,8233.089385,,
95,95,57,4.573367842,525000,709800,41.2,17500,8233.089385,,
105,105,75,25.13447896,591000,517000,46.9,10000,2477.636872,,
105,105,72,20.02318878,564000,546000,46.8,10000,2477.636872,,
105,105,67,12.19958243,515000,554000,46.6,10000,2477.636872,,
105,105,62,5.154232901,467000,611250,46.6,10000,2281.759777,,
105,105,57,-1.208208779,423000,635250,47.6,10000,2281.759777,,
105,105,75,25.13447896,621000,596750,47.7,12500,3852.944134,,
105,105,72,20.02318878,591000,558687.5,47.5,12500,3852.944134,,
105,105,67,12.19958243,541000,640312.5,47.1,12500,3852.944134,,
105,105,62,5.154232901,492000,711625,46.9,12500,3623.726257,,
105,105,57,-1.208208779,452000,715687.5,47.4,12500,3623.726257,,
105,105,75,25.13447896,641000,613500,48.3,15000,5749.201117,,
105,105,72,20.02318878,611000,638875,48,15000,5749.201117,,
105,105,67,12.19958243,560000,722250,47.5,15000,5749.201117,,
105,105,62,5.154232901,510000,801500,47.2,15000,5749.201117,,
105,105,57,-1.208208779,481000,765625,47.3,15000,5478.307263,,
105,105,75,25.13447896,656000,626500,48.7,17500,8233.089385,,
105,105,72,20.02318878,625000,711187.5,48.3,17500,8233.089385,,
105,105,67,12.19958243,573000,801812.5,47.7,17500,8233.089385,,
105,105,62,5.154232901,523000,877812.5,47.5,17500,8233.089385,,
105,105,57,-1.208208779,505000,803375,47.3,17500,8233.089385,,
115,115,75,15.36478347,569000,619000,53.4,10000,2477.636872,,
115,115,72,11.54235461,540000,600800,53.5,10000,2477.636872,,
115,115,67,5.691546355,490000,639250,54.2,10000,2281.759777,,
115,115,62,0.422749936,443000,698800,55.9,10000,2281.759777,,
115,115,57,-4.335340464,400000,713550,59.3,10000,2090.050279,,
115,115,75,15.36478347,596000,725250,54.2,12500,3852.944134,,
115,115,72,11.54235461,565000,664187.5,54.1,12500,3852.944134,,
115,115,67,5.691546355,514000,748250,54.4,12500,3852.944134,,
115,115,62,0.422749936,466000,816875,55.9,12500,3623.726257,,
115,115,57,-4.335340464,431000,787125,57.2,12500,3623.726257,,
115,115,75,15.36478347,614000,761425,54.9,15000,5749.201117,,
115,115,72,11.54235461,583000,766000,54.6,15000,5749.201117,,
115,115,67,5.691546355,531000,853325,54.7,15000,5749.201117,,
115,115,62,0.422749936,479000,927100,55.7,15000,5478.307263,,
115,115,57,-4.335340464,459000,840150,56.4,15000,5478.307263,,
115,115,75,15.36478347,627000,776312.5,55.4,17500,8233.089385,,
115,115,72,11.54235461,595000,853262.5,55.1,17500,8233.089385,,
115,115,67,5.691546355,542000,954475,54.6,17500,8233.089385,,
115,115,62,0.422749936,493000,1009000,55.8,17500,7912.184358,,
115,115,57,-4.335340464,483000,880512.5,56,17500,7912.184358,,
75,75,75,100,730000,235900,35.3,20000,11383.7933,,
75,75,72,86.8608738,695000,285200,34.7,20000,11383.7933,,
75,75,67,66.74944445,639000,373900,33.8,20000,11383.7933,,
75,75,62,48.63860876,593000,462900,33,20000,11383.7933,,
75,75,57,32.28326182,572000,505700,32.6,20000,11383.7933,,
85,85,75,63.56878019,707000,383400,39,20000,11383.7933,,
85,85,72,54.09934936,675000,444900,38.4,20000,11383.7933,,
85,85,67,39.60494643,624000,540100,37.5,20000,11383.7933,,
85,85,62,26.55238089,578000,626000,36.8,20000,11383.7933,,
85,85,57,14.76500445,561000,626200,36.5,20000,11383.7933,,
95,95,75,40.20910644,690000,539900,43.5,20000,11383.7933,,
95,95,72,33.29467909,658000,610100,42.9,20000,11383.7933,,
95,95,67,22.71109727,606000,714000,42.1,20000,11383.7933,,
95,95,62,13.1803221,558000,778100,41.5,20000,11383.7933,,
95,95,57,4.573367842,545000,736400,41.4,20000,11383.7933,,
105,105,75,25.13447896,668000,704500,49.1,20000,11383.7933,,
105,105,72,20.02318878,635000,777000,48.6,20000,11383.7933,,
105,105,67,12.19958243,582000,880000,47.8,20000,11383.7933,,
105,105,62,5.154232901,534000,937500,47.7,20000,11383.7933,,
105,105,57,-1.208208779,525000,833000,47.4,20000,11383.7933,,
115,115,75,15.36478347,638000,868200,55.8,20000,11383.7933,,
115,115,72,11.54235461,606000,937600,55.4,20000,11383.7933,,
115,115,67,5.691546355,553000,1044000,55.2,20000,11383.7933,,
115,115,62,0.422749936,507000,1073500,56,20000,11383.7933,,
115,115,57,-4.335340464,502000,917800,55.7,20000,11383.7933,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,685000,243050,37.2,11000,2335.938547,,
75,75,72,86.8608738,654000,273050,36.5,11000,2335.938547,,
75,75,67,66.74944445,604000,324015,35.5,11000,2335.938547,,
75,75,62,48.63860876,558000,380595,34.8,11000,2335.938547,,
75,75,57,32.28326182,510000,432595,34.6,11000,2335.938547,,
75,75,75,100,722000,244562.5,37.9,13750,3165.290503,,
75,75,72,86.8608738,686000,281075,37.2,13750,3165.290503,,
75,75,67,66.74944445,636000,347512.5,36.1,13750,3165.290503,,
75,75,62,48.63860876,588000,419000,35.3,13750,3165.290503,,
75,75,57,32.28326182,538000,463537.5,34.6,13750,3165.290503,,
75,75,75,100,744000,250075,38.4,16500,4344.72067,,
75,75,72,86.8608738,709000,288152.5,37.6,16500,4344.72067,,
75,75,67,66.74944445,656000,369522.5,36.5,16500,4344.72067,,
75,75,62,48.63860876,609000,452707.5,35.7,16500,4344.72067,,
75,75,57,32.28326182,572000,504597.5,35.2,16500,4344.72067,,
75,75,75,100,761000,247598.75,38.8,19250,5872.145251,,
75,75,72,86.8608738,726000,296011.25,38,19250,5872.145251,,
75,75,67,66.74944445,672000,388835,36.9,19250,5872.145251,,
75,75,62,48.63860876,625000,482776.25,36.1,19250,5872.145251,,
75,75,57,32.28326182,598000,527833.75,35.6,19250,5872.145251,,
85,85,75,63.56878019,663000,308950,41,11000,2335.938547,,
85,85,72,54.09934936,636000,341950,40.5,11000,2335.938547,,
85,85,67,39.60494643,588000,418985,39.7,11000,2335.938547,,
85,85,62,26.55238089,540000,478405,39.3,11000,2335.938547,,
85,85,57,14.76500445,491000,527405,39.2,11000,2073.379888,,
85,85,75,63.56878019,697000,328437.5,41.8,13750,3165.290503,,
85,85,72,54.09934936,665000,389193.75,41.1,13750,3165.290503,,
85,85,67,39.60494643,618000,469487.5,40.3,13750,3165.290503,,
85,85,62,26.55238089,570000,542000,39.8,13750,3165.290503,,
85,85,57,14.76500445,519000,566706.25,39.1,13750,3165.290503,,
85,85,75,63.56878019,717000,377292.5,42.3,16500,4344.72067,,
85,85,72,54.09934936,687000,424847.5,41.6,16500,4344.72067,,
85,85,67,39.60494643,638000,514477.5,40.7,16500,4344.72067,,
85,85,62,26.55238089,589000,600292.5,40.1,16500,4344.72067,,
85,85,57,14.76500445,556000,620680,39.7,16500,4344.72067,,
85,85,75,63.56878019,732000,390577.5,42.6,19250,5872.145251,,
85,85,72,54.09934936,702000,459047.5,41.9,19250,5872.145251,,
85,85,67,39.60494643,653000,558165,41,19250,5872.145251,,
85,85,62,26.55238089,604000,650165,40.5,19250,5872.145251,,
85,85,57,14.76500445,582000,650048.75,40,19250,5872.145251,,
95,95,75,40.20910644,646000,445500,45.7,11000,2335.938547,,
95,95,72,33.29467909,619000,479500,45.3,11000,2335.938547,,
95,95,67,22.71109727,570000,515090,44.9,11000,2335.938547,,
95,95,62,13.1803221,520000,576535,44.7,11000,2335.938547,,
95,95,57,4.573367842,466000,610720,45.6,11000,2073.379888,,
95,95,75,40.20910644,676000,502875,46.4,13750,3165.290503,,
95,95,72,33.29467909,647000,506768.75,45.9,13750,3165.290503,,
95,95,67,22.71109727,598000,593381.25,45.4,13750,3165.290503,,
95,95,62,13.1803221,547000,667918.75,45.2,13750,3165.290503,,
95,95,57,4.573367842,504000,683231.25,45.2,13750,3165.290503,,
95,95,75,40.20910644,694000,534302.5,46.8,16500,4344.72067,,
95,95,72,33.29467909,667000,569245,46.4,16500,4344.72067,,
95,95,67,22.71109727,617000,664135,45.8,16500,4344.72067,,
95,95,62,13.1803221,566000,741857.5,45.5,16500,4344.72067,,
95,95,57,4.573367842,537000,727575,45.2,16500,4344.72067,,
95,95,75,40.20910644,708000,550571.25,47.1,19250,5872.145251,,
95,95,72,33.29467909,681000,626452.5,46.7,19250,5872.145251,,
95,95,67,22.71109727,631000,727805,46.1,19250,5872.145251,,
95,95,62,13.1803221,580000,815805,45.9,19250,5872.145251,,
95,95,57,4.573367842,563000,763103.75,45.4,19250,5872.145251,,
105,105,75,25.13447896,626000,558500,51.3,11000,2335.938547,,
105,105,72,20.02318878,597000,562250,51.2,11000,2335.938547,,
105,105,67,12.19958243,546000,612175,51.1,11000,2335.938547,,
105,105,62,5.154232901,495000,676250,52.1,11000,2073.379888,,
105,105,57,-1.208208779,443000,706175,54.4,11000,2073.379888,,
105,105,75,25.13447896,654000,647125,51.9,13750,3165.290503,,
105,105,72,20.02318878,624000,625062.5,51.7,13750,3165.290503,,
105,105,67,12.19958243,572000,714968.75,51.6,13750,3165.290503,,
105,105,62,5.154232901,522000,790531.25,52,13750,3165.290503,,
105,105,57,-1.208208779,485000,772375,53,13750,2894.396648,,
105,105,75,25.13447896,671000,619775,52.4,16500,4344.72067,,
105,105,72,20.02318878,642000,713612.5,52.2,16500,4344.72067,,
105,105,67,12.19958243,590000,809225,51.9,16500,4344.72067,,
105,105,62,5.154232901,539000,887225,52.5,16500,4344.72067,,
105,105,57,-1.208208779,516000,820012.5,52.5,16500,4344.72067,,
105,105,75,25.13447896,686000,711912.5,52.8,19250,5872.145251,,
105,105,72,20.02318878,655000,796381.25,52.5,19250,5872.145251,,
105,105,67,12.19958243,604000,900968.75,52.2,19250,5872.145251,,
105,105,62,5.154232901,552000,972381.25,52.5,19250,5872.145251,,
105,105,57,-1.208208779,542000,864918.75,51.9,19250,5872.145251,,
115,115,75,15.36478347,602000,666500,58.1,11000,2335.938547,,
115,115,72,11.54235461,570000,610330,58.2,11000,2335.938547,,
115,115,67,5.691546355,519000,709680,59.6,11000,2335.938547,,
115,115,62,0.422749936,468000,771150,62.5,11000,2073.379888,,
115,115,75,15.36478347,626000,726850,58.5,13750,3165.290503,,
115,115,72,11.54235461,595000,749675,58.6,13750,3165.290503,,
115,115,67,5.691546355,544000,839850,59.7,13750,3165.290503,,
115,115,62,0.422749936,492000,911143.75,62.3,13750,2894.396648,,
115,115,75,15.36478347,643000,764142.5,58.9,16500,4344.72067,,
115,115,72,11.54235461,612000,859610,59,16500,4344.72067,,
115,115,67,5.691546355,561000,953315,59.8,16500,4344.72067,,
115,115,62,0.422749936,508000,1027315,62.2,16500,4344.72067,,
115,115,57,-4.335340464,494000,900560,61,16500,4048.821229,,
115,115,75,15.36478347,657000,881900,59.5,19250,5872.145251,,
115,115,72,11.54235461,625000,969545,59.3,19250,5872.145251,,
115,115,67,5.691546355,573000,1068956.25,59.9,19250,5872.145251,,
115,115,62,0.422749936,521000,1113311.25,61.3,19250,5872.145251,,
115,115,57,-4.335340464,517000,946852.5,61.1,19250,5872.145251,,
75,75,75,100,773000,245130,39.1,22000,7782.988827,,
75,75,72,86.8608738,738000,303870,38.3,22000,7782.988827,,
75,75,67,66.74944445,684000,408450,37.1,22000,7782.988827,,
75,75,62,48.63860876,636000,508660,36.3,22000,7782.988827,,
75,75,57,32.28326182,620000,547070,35.9,22000,7782.988827,,
75,75,75,100,785000,245535,39.3,24750,10108.50838,,
75,75,72,86.8608738,748000,311090,38.5,24750,10108.50838,,
75,75,67,66.74944445,693000,425367.5,37.3,24750,10108.50838,,
75,75,62,48.63860876,642000,523173.75,36.3,24750,10108.50838,,
75,75,57,32.28326182,638000,564121.25,36.3,24750,10108.50838,,
85,85,75,63.56878019,745000,418290,42.9,22000,7782.988827,,
85,85,72,54.09934936,712000,489130,42.2,22000,7782.988827,,
85,85,67,39.60494643,664000,599550,41.3,22000,7782.988827,,
85,85,62,26.55238089,615000,691130,40.6,22000,7782.988827,,
85,85,57,14.76500445,604000,674510,40.2,22000,7782.988827,,
85,85,75,63.56878019,755000,442826.25,43.2,24750,10108.50838,,
85,85,72,54.09934936,721000,520271.25,42.3,24750,10108.50838,,
85,85,67,39.60494643,673000,639632.5,41.5,24750,10108.50838,,
85,85,62,26.55238089,623000,717826.25,40.6,24750,10108.50838,,
85,85,57,14.76500445,621000,693517.5,40.6,24750,10108.50838,,
95,95,75,40.20910644,722000,602140,47.5,22000,7782.988827,,
95,95,72,33.29467909,691000,682660,46.9,22000,7782.988827,,
95,95,67,22.71109727,642000,792290,46.3,22000,7782.988827,,
95,95,62,13.1803221,592000,869400,45.9,22000,7782.988827,,
95,95,57,4.573367842,585000,791910,45.6,22000,7782.988827,,
95,95,75,40.20910644,732000,649532.5,47.8,24750,10108.50838,,
95,95,72,33.29467909,701000,728700,47.2,24750,10108.50838,,
95,95,67,22.71109727,650000,854867.5,46.5,24750,10108.50838,,
