OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,,
95,95,62,13.1803221,602000,901281.25,45.8,24750,10108.50838,,
95,95,57,4.573367842,602000,814355,45.9,24750,10108.50838,,
105,105,75,25.13447896,697000,788950,53.1,22000,7782.988827,,
105,105,72,20.02318878,664000,879150,52.6,22000,7782.988827,,
105,105,67,12.19958243,614000,983150,52.4,22000,7782.988827,,
105,105,62,5.154232901,565000,1020850,51.9,22000,7782.988827,,
105,105,57,-1.208208779,562000,894750,52,22000,7782.988827,,
105,105,75,25.13447896,706000,861693.75,53.4,24750,10108.50838,,
105,105,72,20.02318878,674000,944306.25,53,24750,10108.50838,,
105,105,67,12.19958243,622000,1067112.5,52.6,24750,10108.50838,,
105,105,62,5.154232901,578000,1062050,52.1,24750,10108.50838,,
105,105,57,-1.208208779,578000,918312.5,52.1,24750,10108.50838,,
115,115,75,15.36478347,666000,979600,59.8,22000,7782.988827,,
115,115,72,11.54235461,633000,1068010,59.1,22000,7782.988827,,
115,115,67,5.691546355,582000,1180480,59.9,22000,7782.988827,,
115,115,62,0.422749936,539000,1158780,60.4,22000,7782.988827,,
115,115,57,-4.335340464,536000,976440,60.8,22000,7782.988827,,
115,115,75,15.36478347,674000,1076300,60,24750,10108.50838,,
115,115,72,11.54235461,640000,1164357.5,59.2,24750,10108.50838,,
115,115,67,5.691546355,590000,1278357.5,60,24750,10108.50838,,
115,115,62,0.422749936,554000,1197955,60.4,24750,10108.50838,,
115,115,57,-4.335340464,553000,1010380,60.5,24750,10108.50838,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,693000,247050,37.2,11000,2335.938547,,
75,75,72,86.8608738,657000,267202,36.5,11000,2335.938547,,
75,75,67,66.74944445,606000,326200,35.4,11000,2335.938547,,
75,75,62,48.63860876,556000,385596,34.4,11000,2335.938547,,
75,75,57,32.28326182,513000,441596,33.6,11000,2335.938547,,
75,75,75,100,731000,251562.5,38,13750,3165.290503,,
75,75,72,86.8608738,694000,282268.75,37.2,13750,3165.290503,,
75,75,67,66.74944445,639000,352243.75,36.1,13750,3165.290503,,
75,75,62,48.63860876,586000,424495,35,13750,3165.290503,,
75,75,57,32.28326182,542000,478268.75,34.2,13750,3165.290503,,
75,75,75,100,757000,241803,38.5,16500,4344.72067,,
75,75,72,86.8608738,719000,292522.5,37.7,16500,4344.72067,,
75,75,67,66.74944445,661000,374800,36.5,16500,4344.72067,,
75,75,62,48.63860876,609000,458892.5,35.5,16500,4344.72067,,
75,75,57,32.28326182,575000,507597.5,34.9,16500,4344.72067,,
75,75,75,100,776000,247952.5,38.8,19250,5872.145251,,
75,75,72,86.8608738,737000,301835,38.1,19250,5872.145251,,
75,75,67,66.74944445,678000,396658.75,36.9,19250,5872.145251,,
75,75,62,48.63860876,625000,489658.75,35.8,19250,5872.145251,,
75,75,57,32.28326182,602000,531833.75,35.4,19250,5872.145251,,
85,85,75,63.56878019,675000,314950,41.1,11000,2335.938547,,
85,85,72,54.09934936,641000,362798,40.4,11000,2335.938547,,
85,85,67,39.60494643,591000,425405,39.3,11000,2335.938547,,
85,85,62,26.55238089,544000,482798,38.5,11000,2335.938547,,
85,85,57,14.76500445,501000,538404,37.9,11000,2335.938547,,
85,85,75,63.56878019,709000,339437.5,41.9,13750,3165.290503,,
85,85,72,54.09934936,674000,403487.5,41.1,13750,3165.290503,,
85,85,67,39.60494643,623000,478756.25,40,13750,3165.290503,,
85,85,62,26.55238089,573000,549505,39,13750,3165.290503,,
85,85,57,14.76500445,532000,594218.75,38.3,13750,3165.290503,,
85,85,75,63.56878019,735000,382032.5,42.4,16500,4344.72067,,
85,85,72,54.09934936,699000,437477.5,41.6,16500,4344.72067,,
85,85,67,39.60494643,645000,526200,40.5,16500,4344.72067,,
85,85,62,26.55238089,596000,612107.5,39.6,16500,4344.72067,,
85,85,57,14.76500445,565000,630587.5,38.9,16500,4344.72067,,
85,85,75,63.56878019,757000,414106.25,42.9,19250,5872.145251,,
85,85,72,54.09934936,717000,472223.75,42,19250,5872.145251,,
85,85,67,39.60494643,661000,572341.25,40.9,19250,5872.145251,,
85,85,62,26.55238089,609000,666341.25,39.8,19250,5872.145251,,
85,85,57,14.76500445,591000,660107.5,39.5,19250,5872.145251,,
95,95,75,40.20910644,659000,452500,45.7,11000,2335.938547,,
95,95,72,33.29467909,627000,476610,45.1,11000,2335.938547,,
95,95,67,22.71109727,578000,528535,44.3,11000,2335.938547,,
95,95,62,13.1803221,530000,591980,43.5,11000,2335.938547,,
95,95,57,4.573367842,487000,641535,43.4,11000,2073.379888,,
95,95,75,40.20910644,692000,488918.75,46.5,13750,3165.290503,,
95,95,72,33.29467909,659000,530381.25,45.9,13750,3165.290503,,
95,95,67,22.71109727,608000,606918.75,44.9,13750,3165.290503,,
95,95,62,13.1803221,558000,680187.5,44.1,13750,3165.290503,,
95,95,57,4.573367842,519000,702768.75,43.5,13750,3165.290503,,
95,95,75,40.20910644,719000,525522.5,47.4,16500,4344.72067,,
95,95,72,33.29467909,682000,589135,46.5,16500,4344.72067,,
95,95,67,22.71109727,628000,679580,45.5,16500,4344.72067,,
95,95,62,13.1803221,576000,770025,44.5,16500,4344.72067,,
95,95,57,4.573367842,551000,747020,44.1,16500,4344.72067,,
95,95,75,40.20910644,737000,584628.75,48,19250,5872.145251,,
95,95,72,33.29467909,699000,645981.25,47,19250,5872.145251,,
95,95,67,22.71109727,644000,750333.75,45.9,19250,5872.145251,,
95,95,62,13.1803221,592000,830981.25,44.9,19250,5872.145251,,
95,95,57,4.573367842,577000,780280,44.6,19250,5872.145251,,
105,105,75,25.13447896,641000,566500,51.6,11000,2335.938547,,
105,105,72,20.02318878,610000,547050,51.1,11000,2335.938547,,
105,105,67,12.19958243,558000,630250,50.6,11000,2335.938547,,
105,105,62,5.154232901,507000,696325,49.7,11000,2335.938547,,
105,105,57,-1.208208779,463000,724200,50.7,11000,2073.379888,,
105,105,75,25.13447896,674000,625093.75,52.9,13750,3165.290503,,
105,105,72,20.02318878,639000,657750,51.9,13750,3165.290503,,
105,105,67,12.19958243,586000,736312.5,51.3,13750,3165.290503,,
105,105,62,5.154232901,534000,814875,50.2,13750,3165.290503,,
105,105,57,-1.208208779,503000,801718.75,49.3,13750,3165.290503,,
105,105,75,25.13447896,696000,674612.5,54,16500,4344.72067,,
105,105,72,20.02318878,659000,737225,52.9,16500,4344.72067,,
105,105,67,12.19958243,605000,834837.5,51.9,16500,4344.72067,,
105,105,62,5.154232901,555000,908300,51.2,16500,4344.72067,,
105,105,57,-1.208208779,533000,846087.5,50.7,16500,4344.72067,,
105,105,75,25.13447896,711000,761968.75,54.8,19250,5872.145251,,
105,105,72,20.02318878,674000,816968.75,53.5,19250,5872.145251,,
105,105,67,12.19958243,619000,924556.25,52.3,19250,5872.145251,,
105,105,62,5.154232901,568000,997968.75,51.4,19250,5872.145251,,
105,105,57,-1.208208779,558000,886212.5,51.1,19250,5872.145251,,
115,115,75,15.36478347,615000,675500,60.1,11000,2335.938547,,
115,115,72,11.54235461,581000,653210,59.8,11000,2335.938547,,
115,115,67,5.691546355,528000,730385,59.8,11000,2335.938547,,
115,115,62,0.422749936,476000,793855,58.7,11000,2073.379888,,
115,115,57,-4.335340464,436000,788740,60.6,11000,2073.379888,,
115,115,75,15.36478347,644000,694500,62.3,13750,3165.290503,,
115,115,72,11.54235461,609000,779850,61,13750,3165.290503,,
115,115,67,5.691546355,554000,859437.5,60.6,13750,3165.290503,,
115,115,62,0.422749936,502000,931731.25,61,13750,3165.290503,,
115,115,57,-4.335340464,475000,866737.5,60.4,13750,2894.396648,,
115,115,75,15.36478347,663000,826962.5,64.3,16500,4344.72067,,
115,115,72,11.54235461,627000,887667.5,62.2,16500,4344.72067,,
115,115,67,5.691546355,572000,983372.5,61.4,16500,4344.72067,,
115,115,62,0.422749936,519000,1053020,61.3,16500,4344.72067,,
115,115,57,-4.335340464,505000,924265,60.6,16500,4344.72067,,
115,115,72,11.54235461,641000,993367.5,63.6,19250,5872.145251,,
115,115,67,5.691546355,585000,1095778.75,61.9,19250,5872.145251,,
115,115,62,0.422749936,537000,1130722.5,60.8,19250,5872.145251,,
115,115,57,-4.335340464,529000,966263.75,61.1,19250,5872.145251,,
75,75,75,100,791000,248450,39.1,22000,7782.988827,,
75,75,72,86.8608738,751000,309240,38.3,22000,7782.988827,,
75,75,67,66.74944445,691000,416820,37.2,22000,7782.988827,,
75,75,62,48.63860876,637000,514450,36.1,22000,7782.988827,,
75,75,57,32.28326182,625000,552070,35.8,22000,7782.988827,,
75,75,75,100,805000,251090,39.4,24750,10108.50838,,
75,75,72,86.8608738,762000,317006.25,38.6,24750,10108.50838,,
75,75,67,66.74944445,702000,435283.75,37.4,24750,10108.50838,,
75,75,62,48.63860876,650000,533812.5,36.4,24750,10108.50838,,
75,75,57,32.28326182,644000,568760,36.2,24750,10108.50838,,
85,85,75,63.56878019,771000,440550,43.2,22000,7782.988827,,
85,85,72,54.09934936,730000,503760,42.4,22000,7782.988827,,
85,85,67,39.60494643,673000,615180,41.2,22000,7782.988827,,
85,85,62,26.55238089,621000,705550,40.1,22000,7782.988827,,
85,85,57,14.76500445,612000,683720,39.9,22000,7782.988827,,
85,85,75,63.56878019,787000,463271.25,43.7,24750,10108.50838,,
85,85,72,54.09934936,743000,532632.5,42.7,24750,10108.50838,,
85,85,67,39.60494643,684000,657716.25,41.4,24750,10108.50838,,
85,85,62,26.55238089,634000,722465,40.4,24750,10108.50838,,
85,85,57,14.76500445,632000,705878.75,40.3,24750,10108.50838,,
95,95,75,40.20910644,753000,630660,48.8,22000,7782.988827,,
95,95,72,33.29467909,713000,697290,47.6,22000,7782.988827,,
95,95,67,22.71109727,655000,817180,46.2,22000,7782.988827,,
95,95,62,13.1803221,606000,879400,45.2,22000,7782.988827,,
95,95,57,4.573367842,598000,808540,45,22000,7782.988827,,
95,95,75,40.20910644,764000,676783.75,49.3,24750,10108.50838,,
95,95,72,33.29467909,723000,754951.25,47.8,24750,10108.50838,,
95,95,67,22.71109727,665000,883118.75,46.5,24750,10108.50838,,
95,95,62,13.1803221,617000,916281.25,45.3,24750,10108.50838,,
95,95,57,4.573367842,616000,832438.75,45.4,24750,10108.50838,,
105,105,75,25.13447896,724000,820100,56.4,22000,7782.988827,,
105,105,72,20.02318878,686000,895200,54.1,22000,7782.988827,,
105,105,67,12.19958243,630000,1015300,52.7,22000,7782.988827,,
105,105,62,5.154232901,584000,1041900,51.4,22000,7782.988827,,
105,105,57,-1.208208779,578000,916800,51.6,22000,7782.988827,,
105,105,75,25.13447896,733000,894112.5,57.1,24750,10108.50838,,
105,105,72,20.02318878,696000,970918.75,54.8,24750,10108.50838,,
105,105,67,12.19958243,638000,1103531.25,52.9,24750,10108.50838,,
105,105,62,5.154232901,596000,1099662.5,52,24750,10108.50838,,
105,105,57,-1.208208779,596000,949925,51.9,24750,10108.50838,,
115,115,72,11.54235461,652000,1086480,65,22000,7782.988827,,
115,115,67,5.691546355,595000,1210420,62.3,22000,7782.988827,,
115,115,62,0.422749936,551000,1191720,61.3,22000,7782.988827,,
115,115,57,-4.335340464,550000,1007380,61.4,22000,7782.988827,,
115,115,67,5.691546355,603000,1311415,63.1,24750,10108.50838,,
115,115,62,0.422749936,570000,1218483.75,61.2,24750,10108.50838,,
115,115,57,-4.335340464,567000,1033908.75,61.7,24750,10108.50838,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,751000,266600,43.7,12000,2535.98324,,
75,75,72,86.8608738,718000,297600,42.9,12000,2535.98324,,
75,75,67,66.74944445,664000,355700,41.6,12000,2535.98324,,
75,75,62,48.63860876,611000,416400,40.7,12000,2535.98324,,
75,75,57,32.28326182,558000,471740,40.4,12000,2535.98324,,
75,75,75,100,791000,266250,44.7,15000,3640.396648,,
75,75,72,86.8608738,752000,294350,43.7,15000,3640.396648,,
75,75,67,66.74944445,698000,380300,42.4,15000,3640.396648,,
75,75,62,48.63860876,644000,456825,41.4,15000,3640.396648,,
75,75,57,32.28326182,589000,507950,40.5,15000,3640.396648,,
75,75,75,100,816000,272900,45.4,18000,5232.418994,,
75,75,72,86.8608738,777000,316500,44.4,18000,5232.418994,,
75,75,67,66.74944445,721000,402560,43,18000,5232.418994,,
75,75,62,48.63860876,667000,492580,41.9,18000,5232.418994,,
75,75,57,32.28326182,624000,551460,41.2,18000,5232.418994,,
75,75,75,100,834000,250200,45.9,21000,7355.810056,,
75,75,72,86.8608738,796000,324595,44.8,21000,7355.810056,,
75,75,67,66.74944445,739000,424975,43.4,21000,7355.810056,,
75,75,62,48.63860876,684000,525975,42.4,21000,7355.810056,,
75,75,57,32.28326182,653000,576455,41.7,21000,7355.810056,,
85,85,75,63.56878019,730000,339400,48.1,12000,2535.98324,,
85,85,72,54.09934936,701000,375400,47.4,12000,2535.98324,,
85,85,67,39.60494643,647000,457960,46.4,12000,2535.98324,,
85,85,62,26.55238089,593000,522600,46,12000,2535.98324,,
85,85,57,14.76500445,539000,575600,46,12000,2535.98324,,
85,85,75,63.56878019,765000,357750,49.1,15000,3640.396648,,
85,85,72,54.09934936,733000,422275,48.2,15000,3640.396648,,
85,85,67,39.60494643,679000,511525,47.3,15000,3640.396648,,
85,85,62,26.55238089,625000,590175,46.6,15000,3640.396648,,
85,85,57,14.76500445,573000,622575,45.7,15000,3640.396648,,
85,85,75,63.56878019,787000,388100,49.7,18000,5232.418994,,
85,85,72,54.09934936,756000,463480,48.9,18000,5232.418994,,
85,85,67,39.60494643,701000,560440,47.8,18000,5232.418994,,
85,85,62,26.55238089,647000,652420,47,18000,5232.418994,,
85,85,57,14.76500445,607000,678550,46.6,18000,5232.418994,,
85,85,75,63.56878019,803000,422165,50.1,21000,7355.810056,,
85,85,72,54.09934936,773000,498560,49.3,21000,7355.810056,,
85,85,67,39.60494643,718000,606025,48.2,21000,7355.810056,,
85,85,62,26.55238089,663000,706025,47.5,21000,7355.810056,,
85,85,57,14.76500445,636000,710235,47,21000,7355.810056,,
95,95,75,40.20910644,711000,489000,53.5,12000,2535.98324,,
95,95,72,33.29467909,681000,525000,53,12000,2535.98324,,
95,95,67,22.71109727,626000,563280,52.5,12000,2535.98324,,
95,95,62,13.1803221,572000,630220,52.3,12000,2535.98324,,
95,95,57,4.573367842,515000,668280,53.8,12000,2535.98324,,
95,95,75,40.20910644,744000,547500,54.4,15000,3640.396648,,
95,95,72,33.29467909,711000,546050,53.8,15000,3640.396648,,
95,95,67,22.71109727,656000,642375,53.3,15000,3640.396648,,
95,95,62,13.1803221,601000,724800,52.7,15000,3640.396648,,
95,95,57,4.573367842,554000,748525,53.2,15000,3640.396648,,
95,95,75,40.20910644,764000,577390,54.9,18000,5232.418994,,
95,95,72,33.29467909,733000,617570,54.4,18000,5232.418994,,
95,95,67,22.71109727,677000,717480,53.7,18000,5232.418994,,
95,95,62,13.1803221,622000,811420,53.3,18000,5232.418994,,
95,95,57,4.573367842,587000,794900,53.2,18000,5232.418994,,
95,95,75,40.20910644,779000,590410,55.4,21000,7355.810056,,
95,95,72,33.29467909,748000,679665,54.8,21000,7355.810056,,
95,95,67,22.71109727,692000,788595,54.1,21000,7355.810056,,
95,95,62,13.1803221,636000,885595,53.6,21000,7355.810056,,
95,95,57,4.573367842,616000,834295,53.1,21000,7355.810056,,
105,105,75,25.13447896,686000,611000,60,12000,2535.98324,,
105,105,72,20.02318878,655000,607400,59.8,12000,2535.98324,,
105,105,67,12.19958243,600000,669100,59.8,12000,2535.98324,,
105,105,62,5.154232901,546000,735700,61.6,12000,2535.98324,,
105,105,57,-1.208208779,489000,767800,64.9,12000,2273.424581,,
105,105,75,25.13447896,716000,705500,60.8,15000,3640.396648,,
105,105,72,20.02318878,683000,673000,60.5,15000,3640.396648,,
105,105,67,12.19958243,627000,774750,60.5,15000,3640.396648,,
105,105,62,5.154232901,573000,858000,61.6,15000,3640.396648,,
105,105,57,-1.208208779,531000,844500,63,15000,3640.396648,,
105,105,75,25.13447896,735000,656500,61.3,18000,5232.418994,,
105,105,72,20.02318878,703000,772900,61.1,18000,5232.418994,,
105,105,67,12.19958243,647000,876750,60.8,18000,5232.418994,,
105,105,62,5.154232901,591000,961750,62.3,18000,5232.418994,,
105,105,57,-1.208208779,564000,895650,62.4,18000,5232.418994,,
105,105,75,25.13447896,748000,768675,61.6,21000,7355.810056,,
105,105,72,20.02318878,717000,855775,61.4,21000,7355.810056,,
105,105,67,12.19958243,661000,968325,61.1,21000,7355.810056,,
105,105,62,5.154232901,605000,1055325,62.2,21000,7355.810056,,
105,105,57,-1.208208779,591000,943275,61.8,21000,7355.810056,,
115,115,75,15.36478347,657000,727000,67.5,12000,2535.98324,,
115,115,72,11.54235461,624000,652500,68,12000,2535.98324,,
115,115,67,5.691546355,569000,775560,69.8,12000,2535.98324,,
115,115,75,15.36478347,682000,860500,68.1,15000,3640.396648,,
115,115,72,11.54235461,650000,805550,68.7,15000,3640.396648,,
115,115,67,5.691546355,594000,903650,70.2,15000,3640.396648,,
115,115,75,15.36478347,700000,825680,68.8,18000,5232.418994,,
115,115,72,11.54235461,668000,929190,69.1,18000,5232.418994,,
115,115,67,5.691546355,612000,1031050,70.3,18000,5232.418994,,
115,115,62,0.422749936,554000,1111050,73.7,18000,5232.418994,,
115,115,75,15.36478347,714000,943630,69.4,21000,7355.810056,,
115,115,72,11.54235461,681000,1038970,69.5,21000,7355.810056,,
115,115,67,5.691546355,625000,1155140,70.4,21000,7355.810056,,
115,115,62,0.422749936,570000,1202800,72.7,21000,7355.810056,,
115,115,57,-4.335340464,562000,1030930,72.3,21000,7355.810056,,
75,75,75,100,848000,270920,46.2,24000,10035.57542,,
75,75,72,86.8608738,809000,332680,45.2,24000,10035.57542,,
75,75,67,66.74944445,752000,446040,43.7,24000,10035.57542,,
75,75,62,48.63860876,697000,554040,42.7,24000,10035.57542,,
75,75,57,32.28326182,677000,597440,42.2,24000,10035.57542,,
75,75,75,100,861000,270190,46.6,27000,13344.64804,,
75,75,72,86.8608738,820000,339765,45.5,27000,13344.64804,,
75,75,67,66.74944445,762000,465280,44,27000,13344.64804,,
75,75,62,48.63860876,707000,576735,42.8,27000,13344.64804,,
75,75,57,32.28326182,698000,615920,42.5,27000,13344.64804,,
85,85,75,63.56878019,816000,454040,50.4,24000,10035.57542,,
85,85,72,54.09934936,785000,532640,49.7,24000,10035.57542,,
85,85,67,39.60494643,730000,651280,48.5,24000,10035.57542,,
85,85,62,26.55238089,675000,752640,47.8,24000,10035.57542,,
85,85,57,14.76500445,660000,736920,47.2,24000,10035.57542,,
85,85,75,63.56878019,829000,479295,50.8,27000,13344.64804,,
85,85,72,54.09934936,794000,563235,49.9,27000,13344.64804,,
85,85,67,39.60494643,740000,694205,48.8,27000,13344.64804,,
85,85,62,26.55238089,686000,779295,47.7,27000,13344.64804,,
85,85,57,14.76500445,680000,759110,47.7,27000,13344.64804,,
95,95,75,40.20910644,793000,648960,55.8,24000,10035.57542,,
95,95,72,33.29467909,759000,735800,55.1,24000,10035.57542,,
95,95,67,22.71109727,704000,858720,54.4,24000,10035.57542,,
95,95,62,13.1803221,648000,942840,53.8,24000,10035.57542,,
95,95,57,4.573367842,638000,863720,53.5,24000,10035.57542,,
95,95,75,40.20910644,803000,699580,56.1,27000,13344.64804,,
95,95,72,33.29467909,768000,790945,55.3,27000,13344.64804,,
95,95,67,22.71109727,713000,925855,54.6,27000,13344.64804,,
95,95,62,13.1803221,660000,981670,53.7,27000,13344.64804,,
95,95,57,4.573367842,658000,889660,53.8,27000,13344.64804,,
105,105,75,25.13447896,762000,846200,62.2,24000,10035.57542,,
105,105,72,20.02318878,728000,936000,61.7,24000,10035.57542,,
105,105,67,12.19958243,671000,1062200,61.3,24000,10035.57542,,
105,105,62,5.154232901,620000,1106600,61.2,24000,10035.57542,,
105,105,57,-1.208208779,614000,977000,61.4,24000,10035.57542,,
105,105,75,25.13447896,771000,923725,62.6,27000,13344.64804,,
105,105,72,20.02318878,736000,1013575,62.1,27000,13344.64804,,
105,105,67,12.19958243,680000,1153425,61.5,27000,13344.64804,,
105,105,62,5.154232901,632000,1159600,61.2,27000,13344.64804,,
105,105,57,-1.208208779,632000,1003250,61.5,27000,13344.64804,,
115,115,75,15.36478347,724000,1047720,69.8,24000,10035.57542,,
115,115,72,11.54235461,691000,1144440,69.5,24000,10035.57542,,
115,115,67,5.691546355,635000,1265680,70.3,24000,10035.57542,,
115,115,62,0.422749936,586000,1264760,71.2,24000,10035.57542,,
115,115,57,-4.335340464,584000,1064480,71.7,24000,10035.57542,,
115,115,75,15.36478347,732000,1150810,70.1,27000,13344.64804,,
115,115,72,11.54235461,697000,1246600,69.2,27000,13344.64804,,
115,115,67,5.691546355,643000,1379995,70.4,27000,13344.64804,,
115,115,62,0.422749936,602000,1319255,71.3,27000,13344.64804,,
115,115,57,-4.335340464,602000,1100960,71.3,27000,13344.64804,,
-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,-------------,
75,75,75,100,761000,271600,43.9,12000,2535.98324,,
75,75,72,86.8608738,725000,307600,43,12000,2535.98324,,
75,75,67,66.74944445,664000,357400,41.4,12000,2535.98324,,
75,75,62,48.63860876,610000,421832,40.1,12000,2535.98324,,
75,75,57,32.28326182,561000,483584,39,12000,2535.98324,,
75,75,75,100,802000,276250,44.9,15000,3640.396648,,
75,75,72,86.8608738,762000,310125,43.9,15000,3640.396648,,
75,75,67,66.74944445,700000,385000,42.3,15000,3640.396648,,
75,75,62,48.63860876,643000,460350,40.9,15000,3640.396648,,
75,75,57,32.28326182,594000,524475,39.8,15000,3640.396648,,
75,75,75,100,830000,258620,45.5,18000,5232.418994,,
75,75,72,86.8608738,789000,321560,44.5,18000,5232.418994,,
75,75,67,66.74944445,725000,409590,42.9,18000,5232.418994,,
75,75,62,48.63860876,666000,500610,41.4,18000,5232.418994,,
75,75,57,32.28326182,628000,554470,40.7,18000,5232.418994,,
75,75,75,100,851000,273595,46,21000,7355.810056,,
75,75,72,86.8608738,809000,330975,45,21000,7355.810056,,
75,75,67,66.74944445,744000,432510,43.4,21000,7355.810056,,
75,75,62,48.63860876,685000,531665,42,21000,7355.810056,,
75,75,57,32.28326182,659000,582455,41.3,21000,7355.810056,,
85,85,75,63.56878019,741000,345400,48.2,12000,2535.98324,,
85,85,72,54.09934936,705000,399168,47.3,12000,2535.98324,,
85,85,67,39.60494643,651000,465600,45.9,12000,2535.98324,,
85,85,62,26.55238089,599000,530168,44.8,12000,2535.98324,,
85,85,57,14.76500445,549000,582168,44.1,12000,2535.98324,,
85,85,75,63.56878019,779000,370750,49.2,15000,3640.396648,,
85,85,72,54.09934936,741000,438700,48.2,15000,3640.396648,,
85,85,67,39.60494643,685000,522000,46.8,15000,3640.396648,,
85,85,62,26.55238089,631000,601650,45.5,15000,3640.396648,,
85,85,57,14.76500445,584000,652700,44.6,15000,3640.396648,,
85,85,75,63.56878019,808000,413530,49.9,18000,5232.418994,,
85,85,72,54.09934936,768000,479430,48.9,18000,5232.418994,,
85,85,67,39.60494643,709000,573410,47.5,18000,5232.418994,,
85,85,62,26.55238089,656000,666400,46.3,18000,5232.418994,,
85,85,57,14.76500445,619000,691540,45.3,18000,5232.418994,,
85,85,75,63.56878019,831000,450715,50.5,21000,7355.810056,,
85,85,72,54.09934936,788000,513025,49.4,21000,7355.810056,,
85,85,67,39.60494643,727000,622490,48,21000,7355.810056,,
85,85,62,26.55238089,672000,723490,46.7,21000,7355.810056,,
85,85,57,14.76500445,647000,722390,46,21000,7355.810056,,
95,95,75,40.20910644,725000,496000,53.5,12000,2535.98324,,
95,95,72,33.29467909,690000,520140,52.6,12000,2535.98324,,
95,95,67,22.71109727,636000,575240,51.5,12000,2535.98324,,
95,95,62,13.1803221,584000,645180,50.6,12000,2535.98324,,
95,95,57,4.573367842,534000,696220,50.3,12000,2535.98324,,
95,95,75,40.20910644,761000,560500,54.6,15000,3640.396648,,
95,95,72,33.29467909,724000,574375,53.7,15000,3640.396648,,
95,95,67,22.71109727,668000,660800,52.5,15000,3640.396648,,
95,95,62,13.1803221,615000,743750,51.6,15000,3640.396648,,
95,95,57,4.573367842,571000,770475,50.7,15000,3640.396648,,
95,95,75,40.20910644,787000,567630,55.5,18000,5232.418994,,
95,95,72,33.29467909,749000,637480,54.5,18000,5232.418994,,
95,95,67,22.71109727,691000,739390,53.2,18000,5232.418994,,
95,95,62,13.1803221,637000,832360,52.3,18000,5232.418994,,
95,95,57,4.573367842,605000,818840,51.3,18000,5232.418994,,
95,95,75,40.20910644,808000,634130,56.4,21000,7355.810056,,
95,95,72,33.29467909,766000,701060,55.1,21000,7355.810056,,
95,95,67,22.71109727,707000,813990,53.7,21000,7355.810056,,
95,95,62,13.1803221,652000,907525,52.7,21000,7355.810056,,
95,95,57,4.573367842,633000,858225,52,21000,7355.810056,,
105,105,75,25.13447896,703000,620000,60.2,12000,2535.98324,,
105,105,72,20.02318878,669000,638200,59.4,12000,2535.98324,,
105,105,67,12.19958243,614000,685700,58.7,12000,2535.98324,,
105,105,62,5.154232901,560000,761900,57.7,12000,2535.98324,,
105,105,57,-1.208208779,508000,791700,59.7,12000,2535.98324,,
105,105,75,25.13447896,736000,677250,61.6,15000,3640.396648,,
105,105,72,20.02318878,700000,709750,60.6,15000,3640.396648,,
105,105,67,12.19958243,643000,799125,59.7,15000,3640.396648,,
105,105,62,5.154232901,588000,885375,58.5,15000,3640.396648,,
105,105,57,-1.208208779,554000,879875,57,15000,3640.396648,,
105,105,75,25.13447896,760000,724950,63.1,18000,5232.418994,,
105,105,72,20.02318878,721000,798750,61.7,18000,5232.418994,,
105,105,67,12.19958243,664000,905600,60.4,18000,5232.418994,,
105,105,62,5.154232901,610000,986650,60.2,18000,5232.418994,,
105,105,57,-1.208208779,584000,930500,59,18000,5232.418994,,
105,105,75,25.13447896,775000,818325,64.1,21000,7355.810056,,
105,105,72,20.02318878,736000,885100,62.4,21000,7355.810056,,
105,105,67,12.19958243,679000,1001650,61,21000,7355.810056,,
105,105,62,5.154232901,624000,1083100,60.2,21000,7355.810056,,
105,105,57,-1.208208779,611000,969050,59.6,21000,7355.810056,,
115,115,75,15.36478347,675000,738000,70.1,12000,2535.98324,,
115,115,72,11.54235461,639000,708700,69.7,12000,2535.98324,,
115,115,67,5.691546355,582000,793800,69.6,12000,2535.98324,,
115,115,62,0.422749936,527000,869660,68,12000,2535.98324,,
115,115,57,-4.335340464,482000,864080,71.2,12000,2273.424581,,
115,115,75,15.36478347,706000,833075,72.8,15000,3640.396648,,
115,115,72,11.54235461,668000,845425,70.9,15000,3640.396648,,
115,115,67,5.691546355,610000,932975,70.6,15000,3640.396648,,
115,115,62,0.422749936,554000,1012750,71.2,15000,3640.396648,,
115,115,57,-4.335340464,523000,956125,70.6,15000,3640.396648,,
115,115,72,11.54235461,688000,955050,72.6,18000,5232.418994,,
115,115,67,5.691546355,630000,1065840,71.6,18000,5232.418994,,
115,115,62,0.422749936,574000,1142910,71.7,18000,5232.418994,,
115,115,57,-4.335340464,555000,1012380,70.8,18000,5232.418994,,
115,115,67,5.691546355,644000,1186310,72.2,21000,7355.810056,,
115,115,62,0.422749936,590000,1235970,71.6,21000,7355.810056,,
115,115,57,-4.335340464,582000,1059015,71.3,21000,7355.810056,,
75,75,75,100,868000,274040,46.4,24000,10035.57542,,
75,75,72,86.8608738,824000,340720,45.4,24000,10035.57542,,
75,75,67,66.74944445,759000,453760,43.8,24000,10035.57542,,
75,75,62,48.63860876,700000,561720,42.3,24000,10035.57542,,
75,75,57,32.28326182,684000,604440,42,24000,10035.57542,,
